"Y repeats, combine?",China,China (PRC),eastern Inner Mongolia,Baron Shabaka (BS19),,14714 ± 333,12450 ± 74,10500±74,,,OES,Struthio anderssoni Lowe,,2225-02,AA76427,,"Janz et al., 2009",,,,,,,,
"Y repeats, combine?",Mongolia,Mongolia,,Baron Shabaka Well (1928 e Site 19) hearth features,"13,064 - 12,249 BC",,"12,450 ± 74",10500±74,,,OES fragment,Struthio anderssoni Lowe,,73/2225-02,AA76427,,"Janz et al., 2015",,,,,,,,AMS
Y,Mongolia,Mongolia,,Shara Murun Crossing (1928 e Site 3),"13,129 - 12,249 BC",,"12,497 ± 70",10547±70,,,OES fragment,Struthio anderssoni Lowe,,73/2303A,AA89890,,"Janz et al., 2015",,,,,,,,AMS
Y,Mongolia,Mongolia,,Ta Sur Heigh (1928 e Site 7),"15,528 - 14,979 BC",,"14,129 ± 80",12179±80,,,OES fragment,Struthio anderssoni Lowe,,73/2403A,AA89891,,"Janz et al., 2015",,,,,,,,AMS
Y,Mongolia,Mongolia,,Alkali Well (1928 e Site 26),9172 - 8763 BC,,9562 ± 51,7612±51,,,OES fragment,Struthio anderssoni Lowe,,73/2646A,AA89893,,"Janz et al., 2015",,,,,,,,AMS
Y,Mongolia,Mongolia,,Chilian Hotoga Well (1928 e Site 35) hearth features,"10,734 - 10,472 BC",,"10,586 ± 56",8636±56,,,OES fragment,Struthio anderssoni Lowe,,73/2800A,AA89898,,"Janz et al., 2015",,,,,,,,AMS
Y,Mongolia,Mongolia,,Chilian Hotoga Well (1928 e Site 35) hearth features,"10,027 - 9452 BC",,"10,103 ± 55",8153±55,,,OES fragment,Struthio anderssoni Lowe,,73/2800C,AA89899,,"Janz et al., 2015",,,,,,,,AMS
repeated/condense delete,Mongolia,Mongolia,Bayan-dzak,Shabarakh-usu 2,7321-7070 BC,9145 ± 84???,8184 ± 44,6234±44,,,OES fragment,Struthio anderssoni Lowe,,73/763-02,AA76421,,"Janz et al., 2015",,,,,,,,AMS
,Mongolia,Mongolia,,,,,""" 22,110 ± 140""",,,,external parts of eggshells,Struthio asiaticus,,,60675b,Inconsistent with age of internal part within ±2 sigma,,,,,,,,,
,Mongolia,Mongolia,,,,,"44,800 ± 2100",42850±2100,,,external parts of eggshells,Struthio asiaticus,,,60677a,Consistent with age of internal part within ±2 sigma,,,,,,,,,
,Mongolia,Mongolia,South Gobi,Shabarkh-usu,,"32,984 - 36,093",,,,,,,,,73/790A03,,,,,42.81807°N,42.81807,104.1379°E,104.1379,,
,Mongolia,Mongolia,South Gobi,Shabarkh-usu,,"9,455 - 9,552",,,,,,,,,73/648B,,,,,42.81807°N,42.81807,104.1379°E,104.1379,,
,Mongolia,Mongolia,South Gobi,Shabarkh-usu,,"41,142 - 44,346",,,,,,,,,73/1034A02,,,,,42.81807°N,42.81807,104.1379°E,104.1379,,
,Mongolia,Mongolia,South Gobi,Shabarkh-usu,,"8,769 - 9,088",,,,,,,,,73/1034A01,,,,,42.81807°N,42.81807,104.1379°E,104.1379,,
,Mongolia,Mongolia,EAST GOBI,Shara Murun Crossing,,"14,276 - 15,078",,,,,,,,,73/2303,,,,,43.3938°N,43.3938,111.0334°E,111.0334,,
,Mongolia,Mongolia,EAST GOBI,Shara Murun Crossing,,"16,928 - 17,477",,,,,,,,,73/2403A,,,,,43.3938°N,43.3938,111.0334°E,111.0334,,
,Mongolia,Mongolia,EAST GOBI,Alkali Well,,,,,,,,,,,"10,712-11,121",,,,,,,,,,
,Mongolia,Mongolia,EAST GOBI,Chilian Hotoga Well,,,,,,,,,,,"12,421-12,683",,,,,,,,,,
,Mongolia,Mongolia,EAST GOBI,Baron Shabaka Well,,"14,320 - 15,083",,,,,,,,,"11,401-11,976",,,,,43.3929°N,43.3929,112.2920°E,112.292,,
,Mongolia,Mongolia,EAST GOBI,,,"14,198 - 15,013",,,,,,,,,"14,320-15,083",,,,,43.3929°N,43.3929,112.2920°E,112.292,,
,Mongolia,Mongolia,South Gobi,Shabarakh-usu,,"9,314 - 9,548",,,,,,,,,73/984A,,,,,,,,,,
,Mongolia,Mongolia,South Gobi,Shabarakh-usu,,"8,325 - 8,513",,,,,,,,,73/894A,,,,,,,,,,
,Mongolia,Mongolia,South Gobi,Shabarakh-usu,,"9,009 - 9,254",,,,,,,,,73/763A01,,,,,,,,,,
,Mongolia,Mongolia,South Gobi,Shabarakh-usu,,"9,019 - 9,270",,,,,,,,,73/763A02,,,,,,,,,,
,,Japan/ Mongolia check,Eastern Steppe,Otson Tsokhio,,"35,780 - 36,718",,,,,,,,,ots.18.B2.L:4 (wall),,,,,46.8651°N,46.8651,103.8330°E,103.833,,
,Russia,Russia,Tuva,Khadyn,,,"12,985 ± 65",11035±65,,,OES,Struthio asiaticus,,,79776,,"Kurochkin et al., 2021",,,51.33,51.33,94.67,94.67,,
,Russia,Russia,Tuva,Tore-Khol Lake,,,"12,995 ± 75",11045± 75,,,OES,Struthio asiaticus,,,79777,,"Kurochkin et al., 2022",,,50.08,50.08,95.17,95.17,,
,Russia,Russia,Transbaikal,,,,"12,800 ± 45",10850± 45,,,external parts of eggshells,Struthio asiaticus,,,"""","60678a""",Consistent with age of internal part within ±2 sigma,,,,,,,,
,Russia,Russia,Transbaikal,Tologoi,,,"12,860 ± 70",10910± 70,,,Internal part of eggshell.,Struthio asiaticus,,,60748b,,"Kurochkin et al., 2018",,,51.72,51.72,107.42,107.42,,
,Russia,Russia,Transbaikal,Povorot,,,"41,200 ± 1400",39250± 1400,,,Internal part of eggshell.,Struthio asiaticus,,,60740b,,"Kurochkin et al., 2019",,,50.95,50.95,106.65,106.65,,
,Russia,Russia,Transbaikal,Angarkhai,,,"41,700 ± 1400",39750± 1400,,,Internal part of eggshell.,Struthio asiaticus,,,60741b,,"Kurochkin et al., 2020",,,""" 50.55""",50.55,105.25,105.25,,
,Russia,Russia,Transbaikal,,,,""" 41,300 ± 1400""",39350 ± 1400,,,external parts of eggshells,Struthio asiaticus,,,60670a,Consistent with age of internal part within ±2 sigma,,,,,,,,,
,Russia,Russia,Transbaikal,,,,"36,300 ± 740",34350±740,,,external parts of eggshells,Struthio asiaticus,,,""" 60671b""",Inconsistent with age of internal part within ±2 sigma,,,,,,,,,
Y,India,India,,Mehtakheri,,,">41,900",39950,,,OES,,,,AA 8463,,Mishra 1995,,,,,,,,AMS C14
Y,India,India,,Chandresal,,,38000 ± 700,36050±700,,,OES,,,,Grn 10638,,,,,,,,,,C14
Y,India,India,,Chandresal,,,38900 ± 700,36950±700,,,OES,,,,Grn 10638,lower level/ early phase of Upper Paleolithic deposits,x,Mook 1982 (couldn't get),"Mook, W. G. 1982 Pers. Comm. to V.S. Wakankar, 6 Sept. 1982",,,,,,Radio carbon
Y,India,India,,Chandresal,,,36550 ± 600,34600±600,,,OES,,,,Grn 10639,upper lever/ early phase of Upper Paleolithic deposits,Kumar,Mook 1982 (couldn't get),"Mook, W. G. 1982 Pers. Comm. to V.S. Wakankar, 6 Sept. 1982",,,,,,Radio carbon
Y - need to request paper,India,India,,Nagda,,,>31000 BP,29050,,,OES,,,,PRL 854,(early upper paleolithic),Kumar,Agrawal 1987,"Agrawal, D. P. 1987: Pres. Comm. 19 March 1982",,,,,,Radio carbon
Y - need to request paper,India,India,,Ramnagar,,,>31000 BP,29050,,,OES,,,,PRL 1196,(early upper paleolithic),Kumar,Agrawal 1987,"Agrawal, D. P. 1987: Pres. Comm. 19 March 1982",,,,,,Radio carbon
,India,India,,chandresal,,,,,,36000-39000,,,,,,,"Bednarik, R 2000",,,,,,,,
,India,India,,India,,,,,,,,,,,,,"Blinkhorn et al., 2015",,,,,,,,stable isotop/AMS) radiocarbon methods
,India,India,Northern India,Siwalik Hills near Chandiagarh,,,Middle Pleistocene,,,,,Struthio sp.,,,,,"Kaur, 2022",,,,,,,,
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",Katoati (KAT1-23a),,,>57900,55950,,,OES fragment,Struthi camellus,,,OxA-25897,"KAT1 is situated within the fluvio-aeolian deposits, where a gully exposed a deep, stratified sequence. The age range for Middle Palaeolithic occupations at KAT1 also overlaps with the hominin occupations of Arabia and the Sahara","Blinkhorn et al., 2013",,,E7411 035.4400,7411 035.4400,N2713019.3800,2713019.38,"Katoati is located in Nagaur District, Rajasthan in the northeastern Thar Desert at (E7411 035.4400,N2713019.3800). The Jayal Formation, a tectonically uplifted boulder-conglomerate horizon (of Early or Pre-Quaternary origin)",
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",Katoati (KAT2-e),,,49500 + 800,47550±800,,,,,,,OxA-25901,"KAT1 is situated within the fluvio-aeolian deposits, where a gully exposed a deep, stratified sequence. The age range for Middle Palaeolithic occupations at KAT1 also overlaps with the hominin occupations of Arabia and the Sahara","Blinkhorn et al., 2015",,,E7411 035.4400,7411 035.4400,N2713019.3800,2713019.38,"Katoati is located in Nagaur District, Rajasthan in the northeastern Thar Desert at (E7411 035.4400,N2713019.3800). The Jayal Formation, a tectonically uplifted boulder-conglomerate horizon (of Early or Pre-Quaternary origin)",
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",Katoati (KAT2-a),,,>59900,57950,,,,,,,OxA-25899,"KAT1 is situated within the fluvio-aeolian deposits, where a gully exposed a deep, stratified sequence. The age range for Middle Palaeolithic occupations at KAT1 also overlaps with the hominin occupations of Arabia and the Sahara","Blinkhorn et al., 2015",,,E7411 035.4400,7411 035.4400,N2713019.3800,2713019.38,"Katoati is located in Nagaur District, Rajasthan in the northeastern Thar Desert at (E7411 035.4400,N2713019.3800). The Jayal Formation, a tectonically uplifted boulder-conglomerate horizon (of Early or Pre-Quaternary origin)",
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",Katoati (KAT3),,,>52100±1100,50150±1100,,,,,,,OxA-25902,"KAT1 is situated within the fluvio-aeolian deposits, where a gully exposed a deep, stratified sequence. The age range for Middle Palaeolithic occupations at KAT1 also overlaps with the hominin occupations of Arabia and the Sahara","Blinkhorn et al., 2015",,,E7411 035.4400,7411 035.4400,N2713019.3800,2713019.38,"Katoati is located in Nagaur District, Rajasthan in the northeastern Thar Desert at (E7411 035.4400,N2713019.3800). The Jayal Formation, a tectonically uplifted boulder-conglomerate horizon (of Early or Pre-Quaternary origin)",
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",Katoati (Kat1-23b),,,>62000,60050,,,OES fragment,Struthi camellus,,,OxA-25898,"KAT1 is situated within the fluvio-aeolian deposits, where a gully exposed a deep, stratified sequence. The age range for Middle Palaeolithic occupations at KAT1 also overlaps with the hominin occupations of Arabia and the Sahara","Blinkhorn et al., 2013",,,E7411 035.4400,7411 035.4400,N2713019.3800,2713019.38,"Katoati is located in Nagaur District, Rajasthan in the northeastern Thar Desert at (E7411 035.4400,N2713019.3800). The Jayal Formation, a tectonically uplifted boulder-conglomerate horizon (of Early or Pre-Quaternary origin)",
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",JFL2,,,43350 ± 650,41400±650,,,sample of OES,Struthi camellus,,,OxA-19407,,"Blinkhorn et al., 2013",,,,,,,,
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",KAT4,,,45100 ± 500,43150±500,,,,,,,OxA-25903,,"Blinkhorn et al., 2015",,,,,,,,
Y,India,India,"Nagaur District, Rajasthan in the northeastern Thar Desert",KAT2,,,">45,000",43050,,,,,,,AA 96726,,"Blinkhorn et al., 2015",,,,,,,,
,Mongolia,Mongolia,,Mantissar,,,">46,000",44050,,,N=5,,,,,N/a,"Routledge, 2020",,,,,,,,
check,,,,Northeast Asia,,,">47,950 to 6433–6247 BC ",46000,,,,,,,,,"Janz et al., 2015",,,,,,,,Accelerator Mass Spectrometry (AMS)
,,,,MIS2,,,29-14 Ka radiocarbon,27050,,,,struthio camelus,,,,,"Janz et al., 2021",,,,,,,,
,Ukraine,Ukraine (Hrebenyky),,,,,,,,~16-11.6 m (Middle Miocene),"skull, 10 cervical vertebrae, pelvis, L tibiotarsus, L tarsometatarsus, phalnges 1-4 digiti pedis III, phalanges 1-4 digiti pedis IV, 4 femora",Struthio brachydactylus,,,,,"Burchak-Abramovich, 1939; Burcak-Abramovic, 1949",,,47.459444,47.459444,31.945278,31.945278,,
,,Syrian and Arabian deserts (extinct?),,,,,,,,Extant,,Struthio camelus syriacus,,,,,,,,34.802075,34.802075,38.996815,38.996815,,
,Greece,Greece,Samos,,,,,,,,femur+,Struthio karatheodoris ,,,,,"Forsyth Major, 1888, N. I. _urchak-Abramovich and A. K. Vekua 1990 ",,,,,,,,
,Hungary,"Kisláng, Hungary",County Fejér,,,,,,,,100 eggshell fragments,,,,,,,,,,,,,,
,,Syrian and Arabian deserts (extinct?),,,,,,,,Extant,,Struthio camelus syriacus,,,,,,,,34.802075,34.802075,38.996815,38.996815,,
,,,Table 1: Geographic Distributions and Age of Ostrich Eggshells from Africa,,,,,,,,,,,,,,,,,,,,,,
,,"S Ethiopia, Somalia, NE Kenya",,,,,,,,Extant,,Struthio molybdophanes,,,,,,,,5.152149,5.152149,46.199616,46.199616,,
,,"Sahel N Africa, Sudan",,,,,,,,Extant,,Struthio camelus camelus,,,,,,,,12.862807,12.862807,30.217636,30.217636,,
,,"Sahel N Africa, Sudan",,,,,,,,Extant,,Struthio camelus camelus,,,,,,,,12.862807,12.862807,30.217636,30.217636,,
,,"S Kenya, E Tanzania",,,,,,,,Extant,,Struthio camelus massaicus,,,,,,,,-0.023559,-0.023559,37.906193,37.906193,,
,,S Africa,,,,,,,,Extant,,Struthio camelus australis,,,,,,,,-30.559482,-30.559482,22.937506,22.937506,,
,,"S Ethiopia, Somalia, NE Kenya",,,,,,,,Extant,,Struthio molybdophanes,,,,,,,,5.152149,5.152149,46.199616,46.199616,,
,,"S Kenya, E Tanzania",,,,,,,,Extant,,Struthio camelus massaicus,,,,,,,,-0.023559,-0.023559,37.906193,37.906193,,
,,"Sahel N Africa, Sudan",,,,,,,,Extant,,Struthio camelus camelus,,,,,,,,12.862807,12.862807,30.217636,30.217636,,
,,Libia,,,,,,,,200000-180000,,,,,,,"Bednarik, R 1999",,,,,,,,
,South Africa,South Africa,,,,,,,,70-80,beads,,,,,,"Bednarik, R 1998",,,,,,,,
,South Africa,South Africa,,,,,,,,Extant,,Struthio camelus australis,,,,,,,,-30.559482,-30.559482,22.937506,22.937506,,
,South Africa,South Africa,"Langebaanweg,",,,,,,,,,Struthio sp.,,,,,"Rich, 1980",,,,,,,,
,South Africa,South Africa,Langebaanweg,,,,,,,,,Struthio sp.,,,,,"Rich, 1980",,,,,,,,
,Kenya,Western Kenya,,,,,,,,~16 - 5.3,"fragments of hind limbs, didactyl foot; casts at Natural History Museum London",Struthio sp.,,,,,Pickford 1981,,,,,,,,
,,Namibia,,,,,,,,20 ma,fossilized ostrich,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,6 million year.,1944millionyear.,,,,Linxia ostrich,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
,,Zhoukkuodian...,,,,,,,,,,,,,,,,,,,,,,,
